,text,created,statusSource,screenName,retweetCount,isRetweet
109,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 18:09,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",rajdeepTwitting,15,TRUE
110,"RT @_avenu: Teacher: is there anybody who is absent today?
(No response )
Teacher says 100% attendance 
#Demonetization #App #survey
@DonMu…",11/23/2016 18:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fighterpirate7,6,TRUE
111,"#Demonetization
https://t.co/0kq8BsJ1iS
When PM is in, opposition is out of parliament.",11/23/2016 18:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmereshSingh,0,FALSE
112,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",11/23/2016 18:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",itsmeroshan2121,20,TRUE
113,RT @CMOMaharashtra: Watch what @sonunigam thinks about #demonetization .. https://t.co/vXt09c64zY,11/23/2016 18:08,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",enzacdesccom191,428,TRUE
114,RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…,11/23/2016 18:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sourabhprk,57,TRUE
115,"RT @_avenu: Teacher: is there anybody who is absent today?
(No response )
Teacher says 100% attendance 
#Demonetization #App #survey
@DonMu…",11/23/2016 18:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tauhid13,6,TRUE
116,"RT @_avenu: Teacher: is there anybody who is absent today?
(No response )
Teacher says 100% attendance 
#Demonetization #App #survey
@DonMu…",11/23/2016 18:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IamMLK48,6,TRUE
117,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 18:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",indianmonk1,41,TRUE
118,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 18:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dhriyamana,76,TRUE
119,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",11/23/2016 18:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",indianmonk1,20,TRUE
120,"RT @_avenu: Teacher: is there anybody who is absent today?
(No response )
Teacher says 100% attendance 
#Demonetization #App #survey
@DonMu…",11/23/2016 18:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DonMufflerMan,6,TRUE
121,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 18:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shubhamamdhare,66,TRUE
122,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 18:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SSP79,15,TRUE
123,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 18:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shobhanpounikar,19,TRUE
124,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 18:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",harishchawla74,76,TRUE
125,Aam aadmi punished for sins of #blackmoney hoarders. SBI slashes  deposit rates by 1.9% #Demonetization #netascashin https://t.co/rqjsdiGvcG,11/23/2016 18:06,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",anilrai,0,FALSE
126,"Teacher: is there anybody who is absent today?
(No response )
Teacher says 100% attendance 
#Demonetization #App #survey
@DonMufflerMan <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE>",11/23/2016 18:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_avenu,6,FALSE
127,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 18:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aashish81us,30,TRUE
128,"RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…",11/23/2016 18:06,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jodhpur_Blue,421,TRUE
129,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 18:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",deeptiyvd,76,TRUE
130,RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,11/23/2016 18:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ioclpunjab,18,TRUE
131,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 18:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aawara_aatma,66,TRUE
132,"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",11/23/2016 18:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rathoreaja,105,TRUE
133,@DeshhBhakt seems deskbhakt was in hibernation mode when GPS enabled 2000 rs was launched by #Modo 4 #demonetization <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>@MonaAmbegaonkar,11/23/2016 18:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bhau_rokthok,0,FALSE
134,"RT @roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.

https://t…",11/23/2016 18:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aniljothomas,9,TRUE
135,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 18:04,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",centreofleft,66,TRUE
136,"RT @dhrumilpatel: Looks Ambit Capital, literally Choked with #demonetization, come-on U can't lower d GDP nos by huge margin.
Perhaps, they…",11/23/2016 18:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anuuragjain,3,TRUE
137,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 18:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pavanpavs254,15,TRUE
138,"RT @bi_india: .@airtelindia takes a bite of the governemnt big #demonetization pie, becomes first #paymentbank to go live

https://t.co/gZv…",11/23/2016 18:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BeLogicalPlz,2,TRUE
139,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 18:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thenirajpandey,59,TRUE
140,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rranjan733,270,TRUE
141,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.

If not for Aam Aadmi, listen to th…",11/23/2016 18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",barundebbarun,12,TRUE
142,"RT @roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.

https://t…",11/23/2016 18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",guesthousesgoa,9,TRUE
143,The opposition is getting troubled because all their #BlackMoney have become just a piece of paper due to #demonetization #<U+092C><U+0940><U+092E><U+093E><U+0930>_<U+0935><U+093F><U+092A><U+0915><U+094D><U+0937>,11/23/2016 18:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AjayGrover29,0,FALSE
144,"RT @roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.

https://t…",11/23/2016 18:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BhaanuWrites,9,TRUE
145,"RT @roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.

https://t…",11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JoinAAP,9,TRUE
146,"RT @roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.

https://t…",11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aapdelhincr,9,TRUE
147,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anil_tikar2,15,TRUE
148,"@sritara @GabbbarSingh @sidin 
Please read alternative side of story also on #Demonetization &amp; support to PM Modi
https://t.co/SLJoymBy1m",11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dhriyamana,0,FALSE
149,The effect of #DeMonetization has already shared by @narendramodi  #Action are more important than words… https://t.co/TbCC8S5ETc,11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SShettyy007,0,FALSE
150,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tinni_Aphrodite,71,TRUE
151,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akash_8,15,TRUE
152,After much contemplation I have come to the conclusion that nothing explains Modi's #DeMonetization better than monumental stupidity.,11/23/2016 18:02,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NilimDutta,2,FALSE
153,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 18:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",san_selene,637,TRUE
154,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.

If not for Aam Aadmi, listen to th…",11/23/2016 18:02,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",laxmisagarnitw,12,TRUE
155,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 18:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pushpa_sahani,15,TRUE
156,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 18:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nagrulz,33,TRUE
157,"RT @TheOfficialSBI: In view of  current situation, RTGS time  has been extended upto 6:30 PM till 24th November, 2016. #Demonetization http…",11/23/2016 18:01,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ilapakurthi,180,TRUE
158,RT ZeeNewsSports: #Demonetization: harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with we… https://t.co/TaCfmKF3Cs,11/23/2016 18:01,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",cyberkingtm,0,FALSE
159,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 18:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pratimadesh,76,TRUE
160,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 18:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",abhinavaawara,76,TRUE
161,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 18:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shweta_ohri,30,TRUE
162,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 17:59,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",avdheshkumartsi,15,TRUE
163,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 17:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RkKotha,33,TRUE
164,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 17:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",puneetgarg24,15,TRUE
165,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.

If not for Aam Aadmi, listen to th…",11/23/2016 17:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YogenderWrites,12,TRUE
166,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mi_puneri,95,TRUE
167,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 17:58,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",HARESHUPADHYAY1,15,TRUE
168,"Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.

If not for Aam Aadmi, listen to them no PM Modi?",11/23/2016 17:58,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",roshankar,12,FALSE
